"Event Date","Serial Killer Name","Serial Killer Profile URL","Event Type","Year of Event"
"05/18/2023","Lao Rongzhi","https://skdb.fandom.com/wiki/Lao_Rongzhi","Death","2023"
"05/18/2024","Agustín Ramón Martínez","https://skdb.fandom.com/wiki/Agust%C3%ADn_Ram%C3%B3n_Mart%C3%ADnez","Death","2024"
"05/19/2014","Sante Kimes","https://skdb.fandom.com/wiki/Sante_Kimes","Death","2014"
"05/20/2006","Bobby Jack Fowler","https://skdb.fandom.com/wiki/Bobby_Jack_Fowler","Death","2006"
"05/20/2014","Jerry Fletcher","https://skdb.fandom.com/wiki/Jerry_Fletcher","Death","2014"
"05/21/2014","Gregory Breeden","https://skdb.fandom.com/wiki/Gregory_Breeden","Death","2014"
"05/22/1995","Boris Bogdanov","https://skdb.fandom.com/wiki/Boris_Bogdanov","Death","1995"
"05/22/2020","Roy Melanson","https://skdb.fandom.com/wiki/Roy_Melanson","Death","2020"
"05/23/1892","Frederick Deeming","https://skdb.fandom.com/wiki/Frederick_Deeming","Death","1892"
"05/23/1936","Adolf Seefeldt","https://skdb.fandom.com/wiki/Adolf_Seefeldt","Death","1936"
"05/23/2019","Bobby Joe Long","https://skdb.fandom.com/wiki/Bobby_Joe_Long","Death","2019"
"05/23/2023","Shavkat Shayakhmedov","https://skdb.fandom.com/wiki/Shavkat_Shayakhmedov","Death","2023"
"05/24/1917","Herman Billik","https://skdb.fandom.com/wiki/Herman_Billik","Death","1917"
"05/24/1989","Stephen McCoy","https://skdb.fandom.com/wiki/Stephen_McCoy","Death","1989"
"05/24/1995","Roger St. John","https://skdb.fandom.com/wiki/Roger_St._John","Death","1995"
"05/25/1946","Marcel Petiot","https://skdb.fandom.com/wiki/Marcel_Petiot","Death","1946"
"05/25/1987","Paweł Tuchlin","https://skdb.fandom.com/wiki/Pawe%C5%82_Tuchlin","Death","1987"
"05/25/2005","Andrea Arrigoni","https://skdb.fandom.com/wiki/Andrea_Arrigoni","Death","2005"
"05/26/1876","Thomas W. Piper","https://skdb.fandom.com/wiki/Thomas_W._Piper","Death","1876"
"05/27/1994","Charles Rodman Campbell","https://skdb.fandom.com/wiki/Charles_Rodman_Campbell","Death","1994"
"05/27/2003","Ensio Koivunen","https://skdb.fandom.com/wiki/Ensio_Koivunen","Death","2003"
"05/27/2010","Thomas Whisenhant","https://skdb.fandom.com/wiki/Thomas_Whisenhant","Death","2010"
"05/28/1886","Antonio Nardello","https://skdb.fandom.com/wiki/Antonio_Nardello","Death","1886"
"05/28/1925","Stanisław Zboński","https://skdb.fandom.com/wiki/Stanis%C5%82aw_Zbo%C5%84ski","Death","1925"
"05/28/2002","David Parker Ray","https://skdb.fandom.com/wiki/David_Parker_Ray","Death","2002"
"05/28/2020","Eddie Mosley","https://skdb.fandom.com/wiki/Eddie_Mosley","Death","2020"
"05/28/2020","David Brooks","https://skdb.fandom.com/wiki/David_Brooks","Death","2020"
"05/29/1959","Vender Duncan","https://skdb.fandom.com/wiki/Vender_Duncan","Death","1959"
"05/29/2007","Posteal Laskey Jr.","https://skdb.fandom.com/wiki/Posteal_Laskey_Jr.","Death","2007"
"05/30/1947","Robert George Clements","https://skdb.fandom.com/wiki/Robert_George_Clements","Death","1947"
"05/30/1987","Miyuki Ishikawa","https://skdb.fandom.com/wiki/Miyuki_Ishikawa","Death","1987"
"05/31/1972","Lee Roy Martin","https://skdb.fandom.com/wiki/Lee_Roy_Martin","Death","1972"
"05/31/1985","Sokichi Furutani","https://skdb.fandom.com/wiki/Sokichi_Furutani","Death","1985"
"05/31/2000","John Baughman","https://skdb.fandom.com/wiki/John_Baughman","Death","2000"
"05/31/2020","William Pierce","https://skdb.fandom.com/wiki/William_Pierce","Death","2020"
"05/31/2024","Robert Pickton","https://skdb.fandom.com/wiki/Robert_Pickton","Death","2024"
"05/01/1993","Roger Herbert Haglund","https://skdb.fandom.com/wiki/Roger_Herbert_Haglund","Capture","1993"
"05/01/1995","Vladimir Mukhankin","https://skdb.fandom.com/wiki/Vladimir_Mukhankin","Capture","1995"
"05/02/1996","Gregory Clepper","https://skdb.fandom.com/wiki/Gregory_Clepper","Capture","1996"
"05/02/2006","Edward George McGregor","https://skdb.fandom.com/wiki/Edward_George_McGregor","Capture","2006"
"05/03/1974","Daniel Camargo Barbosa","https://skdb.fandom.com/wiki/Daniel_Camargo_Barbosa","Capture","1974"
"05/03/1984","Carlton Gary","https://skdb.fandom.com/wiki/Carlton_Gary","Capture","1984"
"05/04/1979","Andre Jones","https://skdb.fandom.com/wiki/Andre_Jones","Capture","1979"
"05/04/1990","David Morton","https://skdb.fandom.com/wiki/David_Morton","Capture","1990"
"05/04/1992","Kenneth McDuff","https://skdb.fandom.com/wiki/Kenneth_McDuff","Capture","1992"
"05/04/1994","Aladár Donászi","https://skdb.fandom.com/wiki/Alad%C3%A1r_Don%C3%A1szi","Capture","1994"
"05/04/1999","Edson Izidoro Guimarães","https://skdb.fandom.com/wiki/Edson_Izidoro_Guimar%C3%A3es","Capture","1999"
"05/04/2020","Dishon Muturi Nderi","https://skdb.fandom.com/wiki/Dishon_Muturi_Nderi","Capture","2020"
"05/04/2023","Carlos Dominguez","https://skdb.fandom.com/wiki/Carlos_Dominguez","Capture","2023"
"05/06/1958","Anjette Lyles","https://skdb.fandom.com/wiki/Anjette_Lyles","Capture","1958"
"05/06/1986","Faryion Wardrip","https://skdb.fandom.com/wiki/Faryion_Wardrip","Capture","1986"
"05/06/1989","Sara Aldrete","https://skdb.fandom.com/wiki/Sara_Aldrete","Capture","1989"
"05/06/1997","Elton Manning Jackson","https://skdb.fandom.com/wiki/Elton_Manning_Jackson","Capture","1997"
"05/06/1998","Donato Bilancia","https://skdb.fandom.com/wiki/Donato_Bilancia","Capture","1998"
"05/06/1998","Matija Sovdat","https://skdb.fandom.com/wiki/Matija_Sovdat","Capture","1998"
"05/06/2004","Yanis Baltass","https://skdb.fandom.com/wiki/Yanis_Baltass","Capture","2004"
"05/06/2018","Michael Penttilä","https://skdb.fandom.com/wiki/Michael_Penttil%C3%A4","Capture","2018"
"05/06/2020","Clark Perry Baldwin","https://skdb.fandom.com/wiki/Clark_Perry_Baldwin","Capture","2020"
"05/07/1986","Manuel Pardo","https://skdb.fandom.com/wiki/Manuel_Pardo","Capture","1986"
